0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000230200000000000e+07,6.000000000000000000e+00,1.157399999999999949e+02,4.000000000000000000e+00,3.820000000000000000e+02,3.285000000000000000e+05
1.004889400000000000e+07,8.000000000000000000e+00,7.600000000000000000e+01,2.000000000000000000e+00,3.820000000000000000e+02,1.837000000000000000e+05
1.006347800000000000e+07,8.000000000000000000e+00,5.200000000000000000e+01,2.000000000000000000e+00,3.820000000000000000e+02,1.049800000000000000e+05
1.006377400000000000e+07,1.000000000000000000e+01,4.100000000000000000e+01,2.000000000000000000e+00,3.820000000000000000e+02,1.625000000000000000e+05
1.009550400000000000e+07,4.000000000000000000e+00,3.073000000000000043e+01,2.000000000000000000e+00,3.820000000000000000e+02,1.138000000000000000e+05
1.011807000000000000e+07,2.000000000000000000e+01,6.000000000000000000e+01,2.000000000000000000e+00,3.820000000000000000e+02,2.200000000000000000e+04
1.013814410138190000e+15,2.000000000000000000e+00,6.568999999999999773e+01,2.000000000000000000e+00,3.820000000000000000e+02,1.710000000000000000e+05
1.013814410138250000e+15,2.000000000000000000e+00,3.921000000000000085e+01,2.000000000000000000e+00,3.820000000000000000e+02,1.720000000000000000e+05
1.013814410138268000e+15,2.000000000000000000e+00,3.921000000000000085e+01,2.000000000000000000e+00,3.820000000000000000e+02,1.780000000000000000e+05
1.020322800000000000e+07,1.200000000000000000e+01,1.335500000000000114e+02,2.000000000000000000e+00,3.820000000000000000e+02,8.755000000000000000e+05
1.025434811419129000e+15,6.000000000000000000e+00,5.736999999999999744e+01,2.000000000000000000e+00,3.820000000000000000e+02,2.320000000000000000e+05
1.025436411419134000e+15,1.000000000000000000e+01,5.736999999999999744e+01,2.000000000000000000e+00,3.820000000000000000e+02,1.500000000000000000e+05
1.036443811551748000e+15,2.000000000000000000e+00,4.679999999999999716e+01,2.000000000000000000e+00,3.820000000000000000e+02,1.617660000000000000e+05
1.036443811551749000e+15,2.000000000000000000e+00,5.489999999999999858e+01,2.000000000000000000e+00,3.820000000000000000e+02,1.758330000000000000e+05
1.044598000000000000e+07,1.400000000000000000e+01,2.410000000000000000e+02,4.000000000000000000e+00,4.130000000000000000e+02,9.000000000000000000e+05
1.044923800000000000e+07,6.000000000000000000e+00,6.000000000000000000e+01,2.000000000000000000e+00,4.130000000000000000e+02,1.323680000000000000e+05
1.052075600000000000e+07,1.000000000000000000e+01,6.800000000000000000e+01,2.000000000000000000e+00,4.130000000000000000e+02,1.390000000000000000e+05
1.063906000000000000e+07,1.600000000000000000e+01,3.400000000000000000e+01,2.000000000000000000e+00,4.130000000000000000e+02,1.159000000000000000e+05
1.063906400000000000e+07,1.200000000000000000e+01,4.400000000000000000e+01,2.000000000000000000e+00,4.130000000000000000e+02,1.465000000000000000e+05
1.066665300000000000e+07,2.000000000000000000e+01,4.600000000000000000e+01,2.000000000000000000e+00,4.130000000000000000e+02,1.085000000000000000e+05
1.067751000000000000e+07,8.000000000000000000e+00,4.600000000000000000e+01,2.000000000000000000e+00,4.130000000000000000e+02,1.718420000000000000e+05
1.068137900000000000e+07,8.000000000000000000e+00,8.100000000000000000e+01,3.000000000000000000e+00,4.130000000000000000e+02,1.689000000000000000e+05
1.068954100000000000e+07,1.200000000000000000e+01,6.400000000000000000e+01,2.000000000000000000e+00,4.130000000000000000e+02,1.270000000000000000e+05
1.069953700000000000e+07,1.800000000000000000e+01,5.900000000000000000e+01,2.000000000000000000e+00,4.130000000000000000e+02,1.245000000000000000e+05
1.073976800000000000e+07,2.000000000000000000e+00,5.900000000000000000e+01,2.000000000000000000e+00,4.130000000000000000e+02,1.200000000000000000e+04
1.076140100000000000e+07,1.000000000000000000e+01,5.100000000000000000e+01,2.000000000000000000e+00,4.130000000000000000e+02,1.140000000000000000e+05
1.082963300000000000e+07,1.200000000000000000e+01,6.500000000000000000e+01,2.000000000000000000e+00,4.130000000000000000e+02,1.980000000000000000e+05
1.083957600000000000e+07,1.800000000000000000e+01,4.890000000000000000e+02,7.000000000000000000e+00,3.825000000000000000e+03,7.836900000000000000e+05
1.085584700000000000e+07,4.000000000000000000e+00,8.884000000000000341e+01,3.000000000000000000e+00,3.825000000000000000e+03,1.335000000000000000e+05
1.087788800000000000e+07,4.000000000000000000e+00,1.700000000000000000e+01,3.000000000000000000e+00,3.825000000000000000e+03,7.650000000000000000e+04
1.089242911347621000e+15,6.000000000000000000e+00,1.077000000000000028e+02,3.000000000000000000e+00,3.825000000000000000e+03,6.950000000000000000e+05
1.089392711422170000e+15,2.000000000000000000e+00,6.485999999999999943e+01,3.000000000000000000e+00,3.825000000000000000e+03,3.280000000000000000e+05
